30,20,80
Healthy,355.7599999999967,506.2400000000007,-57.0,3.0,55,55,0
Healthy,728.3200000000032,120.52000000000248,-67.0,-26.0,55,55,0
Healthy,813.8399999999946,440.4000000000019,-62.0,24.0,55,55,0
Healthy,64.0799999999962,465.2799999999941,69.0,9.0,55,55,0
Healthy,103.23999999999997,418.87999999999926,58.0,0.0,55,55,0
Healthy,514.799999999996,172.8400000000007,38.0,-36.0,55,55,0
Healthy,513.3599999999992,237.31999999999718,-34.0,64.0,55,55,0
Healthy,252.9200000000005,115.79999999999922,46.0,-1.0,55,55,0
Resist,473.0000000000073,163.64000000000036,15.0,29.0,55,55,0
Healthy,632.800000000001,526.9199999999985,50.0,7.0,55,55,0
Healthy,866.4000000000019,216.23999999999955,36.0,15.0,55,55,0
Healthy,186.92000000000058,98.3600000000004,-6.0,-19.0,55,55,0
Healthy,513.1999999999927,408.2400000000003,66.0,-18.0,55,55,0
Healthy,551.200000000006,303.40000000000293,-70.0,21.0,55,55,0
Healthy,244.5200000000004,487.8800000000028,18.0,55.0,55,55,0
Healthy,787.9600000000058,473.0799999999999,68.0,-17.0,55,55,0
Healthy,247.27999999999943,66.72000000000021,-57.0,2.0,55,55,0
Healthy,393.40000000000185,454.759999999997,1.0,-35.0,55,55,0
Healthy,800.3600000000054,555.359999999994,-0.0,13.0,55,55,0
Healthy,303.28000000000105,33.44000000000013,-74.0,-10.0,55,55,0
Healthy,177.83999999999926,189.12000000000083,23.0,24.0,55,55,0
Healthy,185.8399999999987,323.9600000000013,25.0,-9.0,55,55,0
Resist,197.00000000000213,513.1200000000035,41.0,-59.0,55,55,0
Healthy,266.3600000000022,511.23999999999734,39.0,5.0,55,55,0
Healthy,376.8799999999942,432.80000000000086,-19.0,-3.0,55,55,0
Healthy,490.56000000000233,160.59999999999883,-18.0,8.0,55,55,0
Resist,204.15999999999366,349.8800000000002,-47.0,-48.0,55,55,0
Resist,107.67999999999327,90.04000000000066,-9.0,46.0,55,55,0
Healthy,429.55999999999665,53.240000000001835,3.0,-44.0,36,55,0
Healthy,390.99999999999716,555.5599999999985,41.0,39.0,55,55,0
Healthy,34.839999999999634,258.20000000000084,-36.0,52.0,55,55,0
Resist,814.120000000007,96.79999999999256,-15.0,-70.0,55,55,0
Healthy,502.7599999999958,29.360000000001016,7.0,-69.0,55,55,0
Healthy,304.6399999999971,272.03999999999803,-14.0,64.0,55,55,0
Healthy,524.8000000000012,368.1999999999998,62.0,11.0,55,55,0
Resist,243.2000000000016,237.36000000000126,-68.0,-29.0,55,55,0
Healthy,615.5600000000005,40.960000000002964,62.0,-36.0,55,55,0
Healthy,673.6799999999935,133.6000000000003,7.0,6.0,55,55,0
Healthy,786.4400000000039,360.5599999999994,-7.0,57.0,55,55,0
Healthy,68.32000000000035,106.08000000000114,-70.0,25.0,55,55,0
Healthy,811.3999999999984,49.120000000000104,-73.0,15.0,55,55,0
Healthy,890.4400000000096,195.28000000000003,-5.0,-52.0,55,55,0
Healthy,299.15999999999394,430.67999999999716,54.0,-25.0,55,55,0
Healthy,582.880000000001,439.19999999999834,54.0,-33.0,55,55,0
Healthy,66.79999999999947,454.35999999999876,9.0,-65.0,55,55,0
Healthy,483.00000000000244,333.43999999999727,-21.0,-4.0,55,55,0
Healthy,389.6800000000015,207.5999999999998,-71.0,-15.0,55,55,0
Healthy,557.0399999999994,361.32000000000346,28.0,42.0,55,55,0
Healthy,852.1999999999965,51.0,16.0,-29.0,55,55,0
Healthy,670.759999999999,149.64000000000001,69.0,25.0,55,55,0
Healthy,498.11999999999927,1.3599999999999315,49.0,6.0,55,55,0
Healthy,738.1200000000065,54.83999999999984,-66.0,-7.0,55,55,0
Healthy,47.279999999999674,409.24000000000086,-44.0,33.0,55,55,0
Healthy,279.91999999999865,403.4400000000008,-17.0,-20.0,55,55,0
Healthy,134.87999999999997,492.1600000000066,-30.0,-2.0,55,55,0
Healthy,87.9200000000003,449.9999999999961,16.0,-51.0,55,55,0
Healthy,86.79999999999993,1.1600000000000383,63.0,-6.0,55,55,0
Healthy,575.0399999999969,203.4399999999995,-40.0,30.0,55,55,0
Healthy,21.67999999999978,537.8400000000022,-25.0,6.0,55,55,0
Healthy,225.76000000000005,175.71999999999977,42.0,-18.0,55,55,0
Healthy,168.00000000000017,349.159999999999,38.0,5.0,55,55,0
Healthy,744.9199999999989,474.1200000000016,-31.0,-16.0,55,55,0
Healthy,52.080000000000055,415.96000000000254,14.0,18.0,55,55,0
Healthy,631.2800000000004,3.480000000000002,71.0,1.0,55,55,0
Healthy,121.80000000000001,551.3599999999993,32.0,-35.0,55,55,0
Healthy,327.08000000000044,93.87999999999998,-4.0,35.0,55,55,0
SickWithSymptoms,440.43999999999994,75.28000000000003,21.0,64.0,55,55,518
Healthy,24.48000000000005,432.4800000000004,-28.0,52.0,55,55,0
Healthy,862.7600000000006,524.0799999999995,-58.0,43.0,55,55,0
Healthy,74.88000000000005,309.6800000000002,48.0,3.0,55,55,0
Healthy,763.4800000000007,45.75999999999996,7.0,4.0,55,55,0
Healthy,68.04000000000003,519.0800000000002,63.0,26.0,55,55,0
Healthy,783.4799999999999,584.9599999999998,-3.0,-6.0,55,55,0
Healthy,633.9999999999997,4.8,35.0,8.0,55,55,0
Healthy,324.96,577.4000000000002,-64.0,-35.0,55,55,0
Healthy,5.28,254.83999999999995,44.0,-43.0,55,55,0
