30,20,100
SickWithoutSymptoms,674.3600000000041,341.5999999999938,55.0,24.0,75,75,74
Healthy,248.88000000000017,400.2800000000032,-15.0,56.0,75,75,0
Healthy,448.6400000000032,227.91999999999572,16.0,25.0,75,39,0
SickWithoutSymptoms,558.0000000000047,355.3199999999978,38.0,11.0,75,75,474
Healthy,614.8800000000024,410.6000000000014,14.0,-48.0,75,75,0
Healthy,73.16000000000317,72.67999999999466,-28.0,33.0,69,62,0
Healthy,412.4000000000001,268.5199999999987,-2.0,-49.0,75,75,0
Healthy,116.75999999999763,100.59999999999849,-56.0,-7.0,75,75,0
Healthy,69.27999999999528,321.76000000000596,11.0,9.0,75,75,0
SickWithSymptoms,0.23999999999798038,298.00000000000693,-23.0,42.0,75,75,385
Healthy,344.2800000000015,427.84000000000697,-61.0,-12.0,75,75,0
Healthy,605.2399999999997,237.12000000000415,-54.0,-10.0,75,75,0
SickWithoutSymptoms,62.51999999999589,60.32000000000024,48.0,4.0,75,75,48
Healthy,640.319999999999,39.760000000000744,-58.0,9.0,75,75,0
Healthy,707.279999999998,426.0399999999984,-0.0,-11.0,75,75,0
Healthy,296.6400000000122,333.47999999999934,-36.0,-17.0,6,75,0
Healthy,497.16000000000406,134.88000000000437,-44.0,9.0,75,75,0
SickWithoutSymptoms,447.79999999999836,66.80000000000044,48.0,-31.0,75,75,368
SickWithoutSymptoms,476.9600000000071,407.12000000000637,-9.0,51.0,75,75,212
SickWithoutSymptoms,206.31999999999894,244.92000000000118,60.0,8.0,75,75,78
Healthy,559.0799999999872,177.31999999999934,-52.0,-0.0,75,75,0
Healthy,250.3599999999974,476.4000000000079,-2.0,-3.0,75,75,0
Healthy,613.7599999999875,93.68000000000069,-27.0,-31.0,75,75,0
SickWithSymptoms,636.0400000000026,309.5599999999966,54.0,-6.0,75,75,699
Resist,373.6399999999921,366.51999999999845,61.0,6.0,75,75,0
Healthy,377.43999999999846,234.63999999999476,-24.0,-33.0,75,75,0
SickWithSymptoms,69.48000000000059,220.08000000000075,59.0,8.0,75,75,528
SickWithoutSymptoms,465.5600000000002,420.63999999999703,-4.0,56.0,75,75,602
Healthy,351.19999999999493,366.35999999999956,27.0,-34.0,44,75,0
Healthy,84.31999999999934,380.67999999999967,19.0,30.0,75,75,0
SickWithoutSymptoms,66.51999999999748,200.43999999999986,11.0,55.0,75,75,511
Healthy,51.1600000000004,299.44000000000284,-32.0,6.0,75,75,0
SickWithoutSymptoms,463.0800000000021,205.0799999999997,35.0,-25.0,75,75,205
Healthy,627.080000000005,79.92000000000003,41.0,-2.0,75,75,0
SickWithSymptoms,309.9599999999987,338.24000000000404,-39.0,-33.0,75,75,454
SickWithSymptoms,43.08000000000005,94.12000000000077,-20.0,-51.0,75,75,509
Healthy,525.4000000000017,51.680000000000106,-27.0,53.0,75,75,0
Healthy,99.03999999999995,68.63999999999973,-51.0,2.0,75,71,0
SickWithSymptoms,234.9200000000011,293.879999999996,-50.0,-0.0,75,75,385
Healthy,483.79999999999916,259.1200000000007,5.0,13.0,75,75,0
Healthy,11.20000000000027,436.32000000000056,57.0,-23.0,75,75,0
SickWithSymptoms,546.2400000000007,268.4800000000074,-51.0,18.0,75,75,670
Healthy,365.83999999999753,99.27999999999983,-35.0,-7.0,75,75,0
SickWithSymptoms,156.28000000000043,26.559999999999977,-47.0,2.0,75,75,433
SickWithSymptoms,271.79999999999865,115.99999999999925,19.0,4.0,75,75,350
Healthy,417.48000000000127,0.12000000000028965,4.0,-58.0,75,75,0
Healthy,691.2800000000113,268.1999999999991,2.0,41.0,75,75,0
Healthy,357.9600000000016,335.3599999999991,40.0,-23.0,44,75,0
Healthy,561.1199999999991,483.200000000002,-8.0,-46.0,75,75,0
SickWithSymptoms,222.4800000000002,135.63999999999993,48.0,-28.0,75,75,406
SickWithSymptoms,504.48000000000127,328.1199999999969,12.0,14.0,75,75,555
Healthy,125.07999999999996,463.799999999999,-49.0,13.0,75,75,0
Healthy,292.31999999999925,411.6400000000005,58.0,-5.0,75,75,0
SickWithoutSymptoms,128.9200000000002,153.4800000000008,14.0,17.0,75,75,553
Healthy,707.680000000004,397.12000000000097,-49.0,36.0,75,75,0
Healthy,67.67999999999994,261.320000000001,9.0,-8.0,65,75,0
Healthy,-0.5199999999999037,374.8400000000002,11.0,-52.0,75,75,0
Healthy,619.320000000005,279.9200000000016,-17.0,-52.0,52,75,0
Healthy,650.7200000000023,450.4800000000002,12.0,23.0,75,75,0
Healthy,405.6399999999992,71.19999999999987,-56.0,20.0,75,56,0
Healthy,733.3599999999966,28.519999999999822,-2.0,-39.0,75,75,0
Healthy,217.20000000000016,93.47999999999998,12.0,41.0,72,75,0
Healthy,489.03999999999974,36.799999999999976,-10.0,-16.0,75,75,0
Healthy,489.92000000000064,26.319999999999986,9.0,14.0,75,75,0
Healthy,297.35999999999973,21.319999999999986,49.0,13.0,75,75,0
Healthy,724.5999999999981,240.99999999999994,-11.0,-15.0,75,75,0
Healthy,575.1199999999992,471.4400000000004,32.0,-16.0,75,75,0
Healthy,387.11999999999995,444.0,-14.0,-50.0,75,75,0
Healthy,670.7999999999996,9.520000000000005,-40.0,14.0,75,75,0
Healthy,9.680000000000001,170.19999999999987,22.0,-20.0,75,75,0
Healthy,732.7999999999997,163.79999999999995,-36.0,19.0,75,75,0
